9	0	Everything we do to express ourselves uses muscles.	Everything we do to express ourselves uses muscles.
23	148	The periods of rapid growth in adolescence, which usually begin between the ages of eleven and thirteen in females and between thirteen and fifteen in males, increase demands for certain nutrients.	The period of rapid growth during adolescence, which usually begins between the ages of eleven and thirteen for women and thirteen to fifteen for men, increases the need for certain nutrients.
23	149	It is not uncommon for a teenager to consume a huge plate of food, go back for more--and still remain thin.	It is very common for a teenager to consume a huge plate of food, return to more - and still remain thin.
23	150	In addition to energy sources, foods must provide ample amounts of proteins, vitamins, and minerals to support growth of new tissues.	In addition to energy sources, food must provide enough protein, vitamins, and minerals to support new tissue growth.
23	151	Adolescence also brings increasingly refined motor skills, intellectual ability, and emotional maturity.	Adolescence also brings ever more sophisticated motor skills, intellectual ability, and emotional maturity.
23	152	Adulthood extends from adolescence to old age.	Adulthood ranges from adolescence to old age.
23	153	As we age, we become gradually aware of certain declining functions--yet other abilities remain adequate.	As we age, we gradually become aware of some declining functions, but other abilities remain adequate.
23	154	The "Life-Span Changes" sections in previous chapters have chronicled the effects of aging on particular organ systems.	The Changes in Life Expectancy sections in the previous chapters have noted the effects of aging on certain organ systems.
23	155	It is interesting to note the peaks of particular structures or functions throughout an average human life.	It is interesting to note the peaks of certain structures or functions during the average human life.
23	156	By age eighteen, the human male is producing the most testosterone he will ever have, and as a result his sex drive is strong.	At the age of eighteen, a person produces the most testosterone they have ever had, so their sexual desire is strong.
23	157	In the twenties, muscle strength peaks in both sexes.	In the 1920s, muscle strength peaked in both sexes.
23	158	Hair is at its fullest, each hair its thickest.	Hair is full, each one is the strongest.
23	159	By the end of the third decade of life, signs of aging may appear as a loss in the elasticity of facial skin, producing small wrinkles around the mouth and eyes.	At the end of the third decade of life, signs of aging can manifest itself in the loss of elasticity of the facial skin, which causes small wrinkles around the mouth and eyes.
23	160	Height is already starting to decrease, but not yet at a detectable level.	The height is already starting to decrease, but has not yet been detected.
23	161	The age of thirty is a developmental turning point.	Thirty years is a watershed moment.
23	162	After this, hearing often becomes less acute.	Thereafter, hearing often becomes less acute.
23	163	Heart muscle begins to thicken.	The heart muscle begins to thicken.
23	164	The elasticity of the ligaments between the small bones in the back lessens, setting the stage for the slumping posture that becomes apparent in later years.	The elasticity of the ligaments between the small bones in the back decreases, which creates the basis for a decrease in posture, which manifests itself in subsequent years.
23	165	Researchers estimate that beginning roughly at age thirty, the human body becomes functionally less efficient by about 0.8% every year.	Researchers estimate that from about age thirty, the human body becomes less functionally efficient by about 0.8% per year.
23	166	During their forties, many people weigh 10 to 20 pounds more than they did at the age of twenty, thanks to a slowing of metabolism and decrease in activity level.	During the 1940s, many people weighed 10 to 20 pounds more than they were in their twenties due to slower metabolism and decreased activity levels.
23	167	They may be 1/8 inch shorter.	They can be 1/8-inch shorter.
23	168	Hair may be graying as melanin production wanes, and some hair may fall out.	As melanin production disappears, the hair may become gray and some hair may fall out.
23	169	Vision may become farsighted.	Vision can be forward-thinking.
23	170	The immune system is less efficient, making the body more prone to infection and cancer.	The immune system is less efficient, making the body more susceptible to infections and cancer.
23	171	Skeletal muscles lose strength as connective tissue appears within them; the cardiovascular system is strained as the lumens of arterioles and arteries narrow with fatty deposits; skin loosens and wrinkles as elastic fibers in the dermis break down.	Skeletal muscles lose strength as connective tissue appears in them; the cardiovascular system is tense, because the lumen of arterioles and arteries is narrowed by fat deposits; The skin is relaxed and smoothed when the elastic fibers break down in the dermis.
23	172	The early fifties bring further declines.	The early 1950s brought further declines.
23	173	Nail growth slows, taste buds die, and the skin continues to lose elasticity.	Nail growth slows down, taste buds die off, and the skin still loses its elasticity.
23	174	For most people, the ability to see close objects becomes impaired, but for the nearsighted, vision improves.	For most people, the ability to see close objects is impaired, and for those with nearsightedness, vision improves.
23	175	Women stop menstruating, although interest in sex continues .	Women stop menstruating, although interest in sex continues.
23	176	Delayed or reduced insulin release by the pancreas, in response to a glucose load, may lead to diabetes.	Delaying or decreasing the release of insulin by the pancreas in response to glucose exposure can lead to diabetes.
23	177	By the decade's end, muscle mass and weight begin to decrease.	At the end of the decade, muscle mass and weight begin to decrease.
23	178	A male produces less semen but is still sexually active.	The male produces less sperm but is still sexually active.
23	179	His voice may become higher as his vocal cords degenerate.	His voice can increase when the vocal cords are weakened.
23	180	A man has half the strength in his upper limb muscles and half the lung function as he did at age twenty-five.	The man has half the strength in the upper limbs and half the lungs, as at twenty-five.
23	181	He is about 3/4 inch shorter.	It's about 3/4 inch shorter.
23	182	The sixty-year-old may experience minor memory losses.	A 60-year-old may experience minor memory loss.
23	183	A few million of the person's billions of brain cells have been lost over his or her lifetime, but for the most part, intellect remains sharp.	Several million human brain cells were lost during his lifetime, but for the most part, the intellect remains sharp.
23	184	By age seventy, height decreases a full inch .	At the age of seventy, the height decreases by an inch.
23	185	Sagging skin and loss of connective tissue, combined with continued growth of cartilage, make the nose, ears, and eyes more prominent.	Deepening of the skin and loss of connective tissue, combined with the continued growth of cartilage, enlarge the nose, ears and eyes.
23	186	Senescence is the process of growing old.	Aging is the aging process.
23	187	It is a continuation of the degenerative changes that begin during adulthood.	This is a continuation of degenerative changes that begin in adulthood.
23	188	The body becomes less able to cope with the demands placed on it by the individual and by the environment.	The body becomes less able to cope with the demands placed on it by people and the environment.
23	189	Senescence is a result of the normal wear and tear of body parts over many years.	Aging is the result of normal wear and tear on body parts over many years.
23	190	For example, the cartilage covering the ends of bones at joints may wear away, leaving the joints stiff and painful.	For example, the cartilage covering the ends of bones in joints can wear out, leaving the joints stiff and painful.
23	191	Other degenerative changes are caused by disease processes that interfere with vital functions, such as gas exchanges or blood circulation.	Other degenerative changes are caused by painful processes that interfere with vital functions, such as gas exchange or blood circulation.
23	192	Metabolic rate and distribution of body fluids may change.	The metabolic rate and distribution of body fluids can vary.
23	193	The rate of division of certain cell types declines, and immune responses weaken.	The division rate of certain cell types is reduced and immune responses are weakened.
23	194	The person becomes less able to repair damaged tissue and more susceptible to disease.	A person becomes less able to repair damaged tissues and more susceptible to disease.
23	195	Decreasing efficiency of the central nervous system accompanies senescence.	A decline in the efficiency of the central nervous system accompanies aging.
23	196	The person may lose some intellectual functions.	A person can lose some kind of intellectual function.
23	197	Also, the physiological coordinating capacity of the nervous system may decrease, and homeostatic mechanisms may fail to operate effectively.	The physiological coordination capacity of the nervous system may also decrease and homeostatic mechanisms may not function effectively.
23	198	Sensory functions decline with age also.	Sensory function also declines with age.
23	199	Death usually results, not from these degenerative changes, but from mechanical disturbances in the cardiovascular system, failure of the immune system, or disease processes that affect vital organs.	Death is usually not the result of these degenerative changes, but mechanical disorders of the cardiovascular system, impaired functioning of the immune system, or disease processes affecting vital organs.
23	200	Table 23.9 summarizes the major phases of postnatal life and their characteristics, and table 23.10 lists some aging-related changes.	Table 23.9 lists the main stages of postnatal life and their characteristics, and table 23.10 lists some of the changes associated with aging.
23	201	Nearing the end of life is a personal process, influenced by belief as well as circumstance.	End-of-life recognition is a personal process influenced by faith and circumstances.
23	202	However, if the person has been chronically ill and is receiving comfort care, certain signs of impending death may appear, in many cases in a sequence.	However, if the person has been chronically ill and receives comfortable care, in many cases certain symptoms of death may occur.
23	203	A person may exhibit some or all of these signs.	A person may exhibit some or all of these symptoms.
23	204	Healthcare professionals view the dying process in two stages--preactive dying and active dying.	Health care providers perceive the process of dying in two stages - active and dying.
23	205	Preactive dying may take up to three months.	Active death can take up to three months.
23	206	During this time, some people are aware of what is happening and begin the psychological process of coming to terms with their mortality.	During this time, some people become aware of what is happening and begin to cope with mortality through a psychological process.
23	207	A month or more before death, the person starts to withdraw, losing interest in news from the outside world and possibly requesting that visits from friends and relatives cease or shorten.	A month or more before death, the person begins to leave, loses interest in news from the outside world, and may demand that visits from friends and family be stopped or reduced.
23	208	He or she sleeps more and might not even get out of bed on some days.	He or she sleeps more and sometimes may not even get out of bed.
23	209	Conversation lags.	Delayed conversation.
23	210	Gradually the loss of interest in everyday activities extends to eating.	The loss of interest in daily activities is gradually spreading to catering.
23	211	This parallels physical changes, such as difficulty swallowing, that make eating increasingly difficult.	This corresponds to physical changes, such as difficulty swallowing, that make it difficult to eat.
23	212	The person might first give up eating meats, then fibrous vegetables, until it is clear that softer foods are preferred.	A person may first stop eating meat and then fiber vegetables until it becomes clear that milder foods are preferred.
23	213	The person might eat and drink astonishingly little, and the family might feel the need to try to force eating--which could cause the dying person discomfort.	An astonishingly small amount of food and drink could be eaten, and the family could feel the need to force themselves to eat — which could cause discomfort for the dying person.
23	214	Dry mouth is common.	Dry mouth is common.
23	215	The caregiver can provide ice chips or popsicles, or frequently wet the mouth with a swab.	A healthcare professional can provide ice or popsicles, or swab the mouth with a swab.
23	216	Active dying presents a distinct set of signs, which might appear only on the day before death, or might begin up to two weeks earlier.	Active dying is a special set of symptoms that may appear only the day before death or start up to two weeks earlier.
23	217	During this phase the person sleeps often but can easily be awakened.	At this stage, the person is often asleep, but it is easy to wake him up.
23	218	Even if sleep is deep, the person can hear, because this is the last sense to fade.	Even when the dream is deep, the person hears, because the last feeling disappears.
23	219	He or she may confuse time, place, and identities.	This can confuse time, place and personality.
23	220	A nurse might be mistaken for a relative, or an adult child might not be recognized.	The nurse may not be right with the relative, or the adult child may not be recognized.
23	221	An actively dying person may go back in time, talking to a deceased spouse, for example.	An actively dying person can go back in time and talk to, for example, a deceased partner.
23	222	Signs of agitation appear, such as picking lint on the blanket or thrashing the arms about.	There are signs of agitation, such as ripping tufts on the blanket or waving your arms.
23	223	Appetite may be nil.	Appetite can be zero.
23	224	In active dying, the organ systems slowly shut down.	During active dying, organ systems are slowly shut down.
23	225	Cardiovascular signs include falling blood pressure .	Cardiovascular symptoms include a drop in blood pressure.
23	226	The pulse may race or slow, or alternate.	The pulse may start or slow down or alternate.
23	227	Poor circulation, which redirects the blood supply to the body's core, ushers in peripheral changes.	Poor circulation, which redirects the blood supply to the core of the body, causes peripheral changes.
23	228	The limbs feel cool to the touch, and the person may note numbness.	The limbs feel cold to the touch and the person may notice numbness.
23	229	The extremities become pale, then take on a bluish tinge.	The ends disappear and then take on a bluish tint.
23	230	Skin areas under pressure, such as the undersides of the limbs, become mottled .	Areas of skin under pressure, such as the lower extremities, are patchy.
23	231	Sensitivity to touch and pain declines.	Sensitivity to touch and pain are reduced.
23	232	The slowing circulation affects muscles.	The slowing down of blood circulation affects the muscles.
23	233	Poor ability to cough and swallow causes secretions to build up in the lungs.	Poor ability to cough and swallow causes secretions in the lungs.
23	234	Secretions may not be suctioned, because this increases their rate of accumulation.	The secretion should not be aspirated as it increases the rate of their accumulation.
23	235	The person can be repositioned to provide some relief.	The person can be moved to provide some relief.
23	236	Congestion is intermittent.	The overload is intermittent.
23	237	One day it may be so severe that eating is impossible; the next day breathing may ease.	One day it can be so serious that it is impossible to eat; breathing may be easier the next day.
23	238	Cheyne-Stokes breathing--shallow mouth-breathing interspersed with increasingly long periods of apnea--is common.	Cheyne-Stokes breathing - shallow breathing in the mouth that is intertwined with prolonged periods of apnea - is common.
23	239	The normal rate of 16 to 20 breaths per minute may speed to more than 50, slow precipitously, perhaps pausing for 10 to 30 seconds, and then the person gasps and breathes rapidly again.	A normal rate of 16 to 20 breaths per minute can accelerate to over 50, slow down dramatically, maybe stop for 10-30 seconds, and then the person gasps and breathes quickly.
23	240	As the throat muscles relax, exhalation over the vocal cords causes a passive moaning sound--this does not indicate that the person is in pain.	When the neck muscles relax, exhaling over the vocal cords causes a passive moan - this does not mean that the person is in pain.
23	241	A day or two before death, breathing may become loud and labored.	For a day or two before death, breathing may become harder and tighter.
23	242	Control of body temperature is altered, and the person may have elevated body temperature or feel cold.	The change in body temperature changes and the person may be hot or cold.
23	243	The skin may be alternately flushed, then blue with an internal chill.	The skin can be washed alternately, then blue with internal cooling.
23	244	Sweating is common, and as death nears, the skin takes on a yellowish pallor.	Sweating is common and with inevitable death, the skin turns yellow.
23	245	In the day or two before death, the signs intensify, although a last burst of energy may occur.	A day or two before death, the symptoms intensify, although a final burst of energy may occur.
23	246	A bedridden person may suddenly wish to be propped up in the living room and see people, or, after weeks of barely eating, suddenly request an ice cream sundae.	A person tied to a bed may suddenly want to lean against the living room and see people, or after a few weeks, having barely eaten, suddenly ask for ice cream.
23	247	Meanwhile, respiration and circulation slow, and decreased oxygen delivery	Meanwhile, breathing and blood circulation are slow and oxygen supply decreases
23	248	may cause restlessness and agitation.	can cause anxiety and excitement.
23	249	The pulse becomes thready.	The impulse will happen already.
23	250	Right before death the person may lose control of the bladder or bowels.	Immediately before death, a person may lose control of their bladder or bowels.
23	251	Breathing becomes more irregular, with longer periods between breaths, and the lung rattling intensifies.	Breathing becomes more irregular, and wheezing of the lungs increases with longer intervals between breaths.
23	252	Consciousness fades in and out.	Consciousness disappears and disappears.
23	253	The eyes may be unfocused and appear glassy, or may be only partially open, and may tear frequently.	The eyes may be out of focus and look glassy, or they may be only partially open and can often burst.
23	254	Finally the person can no longer respond.	Finally, the person can no longer answer.
23	255	After one, two, or three long, last breaths, the eyes become fixed and open, the pupils dilate, the jaw relaxes, and the mouth may slightly open.	After one, two, or three long last breaths, the eyes become still and open, the pupils dilate, the jaw relaxes, and the mouth may open slightly.
23	256	The journey of life has ended.	The journey of life is over.
23	257	The aging process is difficult to analyze because of the intricate interactions of the body's organ systems.	The aging process is difficult to analyze due to the complex interactions of body systems.
23	258	Breakdown of one structure ultimately affects the functioning of others.	The collapse of one structure ultimately affects the functioning of others.
23	259	The medical field of gerontology examines the biological changes of aging at the molecular, cellular, organismal, and population levels.	The medical field of gerontology investigates the biological changes of aging at the molecular, cellular, organism and population level.
23	260	Aging is both passive and active.	Aging is passive and active.
23	261	Aging as a passive process is a breakdown of structures and slowing of functions.	Aging as a passive process is the destruction of structures and slowing down of functions.
23	262	At the molecular level, an example of passive aging is seen in the degeneration of the elastin and collagen proteins of connective tissues, causing skin to sag and muscle to lose its firmness.	At the molecular level, the degeneration of elastin and collagen proteins in connective tissues is an example of passive aging, which results in the skin sagging and muscles losing strength.
23	263	During a long lifetime, biochemical abnormalities accumulate.	Biochemical abnormalities accumulate over a long period of life.
23	264	Mistakes occur throughout life when DNA replicates in dividing cells.	Errors occur throughout life when DNA replicates in dividing cells.
23	265	Usually repair enzymes correct DNA damage immediately.	Enzymes usually repair DNA damage immediately.
23	266	But over many years, exposure to chemicals, viruses, and radiation disrupts DNA repair mechanisms so that the error burden becomes too great to be fixed.	However, over the years, exposure to chemicals, viruses and radiation disrupts DNA repair mechanisms, making the burden of error too great to be recovered.
23	267	The cell may die as a result of faulty genetic instructions.	The cell can die due to incorrect genetic instructions.
23	268	Another sign of passive aging at the biochemical level is the breakdown of lipids.	Another feature of passive aging at the biochemical level is lipid breakdown.
23	269	As aging cell membranes leak during lipid degeneration, a fatty, brown pigment called lipofuscin accumulates.	When aging cell membranes disappear during lipid degeneration, a hard brown pigment called lipofuscin builds up.
23	270	Mitochondria also begin to break down in older cells, decreasing the supply of chemical energy to power cell functions.	Mitochondria also begin to degrade in old cells, reducing the supply of chemical energy for cell function.
23	271	The cellular degradation associated with aging may be set into action by highly reactive chemicals called free radicals .	Cellular degradation associated with aging can be activated by highly reactive chemicals called free radicals.
23	272	The most abundant type of free radical forms from oxygen atoms.	The most common type of free radical is formed from oxygen atoms.
23	273	A molecule that is a free radical has an unpaired electron in its outermost shell.	A molecule that is a free radical has an unpaired electron in its outer shell.
23	274	This causes the molecule to grab electrons from other molecules, destabilizing them, and a chain reaction of chemical instability begins that could kill the cell.	This causes the molecule to capture electrons from other molecules, destabilize them, and start a chain reaction of chemical instability that can kill the cell.
23	275	Free radicals are a by-product of normal metabolism and also form by exposure to radiation or toxic chemicals.	Free radicals are a byproduct of normal metabolism and are also formed from exposure to radiation or toxic chemicals.
23	276	The bile pigment bilirubin protects against free radicals.	The bile pigment bilirubin protects against free radicals.
23	277	Enzymes that usually inactivate free radicals diminish in number and activity in the later years.	Enzymes, which normally inactivate free radicals, decrease in number and activity in subsequent years.
23	278	One such enzyme is superoxide dismutase .	One of these enzymes is superoxide dismutase.
23	279	Aging also entails new activities or the appearance of new substances.	Aging also means new activities or new substances.
23	280	Lipofuscin granules, for example, may be considered an active sign of aging, but they result from the passive breakdown of lipids.	For example, lipofuscin granules may be considered an active sign of aging, but are the result of passive lipid degradation.
23	281	Another example of active aging is the increased development of autoimmunity, in which the immune system turns against the body, attacking its cells as if they were invading organisms.	Another example of active aging is the increased development of autoimmunity, in which the immune system rotates against the body and attacks its cells as if they were attacking the body.
23	282	Active aging begins before birth, as certain cells die as part of the developmental program encoded in the genes.	Active aging begins before birth because certain cells die as part of a developmental program encoded in the genes.
23	283	This process of programmed cell death, called apoptosis , occurs regularly in the embryo, degrading certain structures to pave the way for new ones.	This process of programmed cell death, called apoptosis, occurs regularly in the embryo and destroys certain structures, paving the way for new ones.
23	284	The number of neurons in the fetal brain, for example, is halved as those that make certain synaptic connections are spared from death.	For example, the number of neurons in the fetal brain is halved because those that make certain synaptic connections are protected from death.
23	285	In the fetal thymus, T cells that do not recognize "self" cell surfaces die, thereby building the immune system.	In the fetal thymus, T cells that do not recognize their "own" cell surfaces die, creating an immune system.
23	286	Throughout life, apoptosis enables organs to maintain their characteristic shapes.	During life, apoptosis allows organs to retain their characteristic forms.
23	287	Mitosis and apoptosis are opposite, but complementary, processes.	Mitosis and apoptosis are opposite but complementary processes.
23	288	As organs grow, the number of cells in some regions increases, but in others the number decreases.	As organs grow, the number of cells increases in some regions and decreases in others.
23	289	Cell death is not a phenomenon only of the aged.	Cell death is not just a phenomenon of age.
23	290	It is a normal part of life.	This is a normal part of life.
23	291	Clinical Application 23.3 discusses characteristics shared by people who live past 100.	Clinical application 23.3 concerns characteristics shared by people who live for about 100 years.
23	292	The human life span--the length of time that a human can theoretically live--is 120 years.	Human life span - the period during which a person can theoretically live - is 120 years.
23	293	Although most people succumb to disease or injury long before that point, in many countries the fastest-growing age group is those over age eighty.	Although most people suffer from illness or injury long before this, in many countries the fastest growing age group is over eighty.
23	294	Many of these "oldest old," having passed the age when cancer and cardiovascular disease typically strike, are quite healthy.	Many of these “elders”, who have passed the age when cancer and cardiovascular disease usually strike, are quite healthy.
23	295	Life expectancy is a realistic projection of how long an individual will live, based on epidemiological information.	Life expectancy is a realistic projection of a person's life expectancy based on epidemiological information.
23	296	In the United States, life expectancy, reported by the Centers for Disease Control and Prevention as of 2014, is 76.4 years for men and 81.2 years for women.	In the United States, life expectancy, recorded by the Centers for Disease Control and Prevention since 2014, is 76.4 years for men and 81.2 years for women.
23	297	Some life expectancy estimates account forfuture healthcare progress.	Several estimates of life expectancy are responsible for health gains.
23	298	For a female born today, life expectancy exceeds 87 and for a male, 83.	The life expectancy of a woman born today is over 87 years, and for a man it is 83 years.
23	299	Medical advances have greatly contributed to improved life expectancy.	Medical advances have significantly increased life expectancy.
23	300	Antibiotics have tamed some once-lethal infections, drugs enable many people with cancer to survive, and such advances as beta-blocker drugs and coronary bypass surgery have extended the lives of people with heart disease.	Antibiotics have distorted some lethal infections, medications have allowed many cancer patients to survive, and advances such as beta-blockers and coronary artery bypass surgery have prolonged the lives of people with heart disease.
23	301	However, the rise of new or renewed infectious diseases, such as AIDS, polio, and measles, also indicates that we cannot yet conquer all illnesses.	However, the rise of new or emerging infectious diseases such as AIDS, polio and measles also indicates that we cannot yet fight all diseases.
23	302	Although we can alter our environment more than other species can, some forces of nature remain beyond our control.	Although we can change the environment more than other species, some forces of nature remain outside our control.
23	303	Table 23.11 lists the top 10 causes of death in the United States.	Table 23.11 lists the top 10 causes of death in the United States.
23	304	Fertilization Pregnancy prenatal period	Fertilization Pregnancy prenatal period
23	305	The postnatal period	Postpartum period
13	0	The hormones that the endocrine system produces have many and diverse effects on the body.	The hormones produced by the endocrine system have many different effects on the body.
13	1	A new mother hears her baby cry and her breasts release milk.	The new mom hears her baby crying and her breast releases milk.
13	2	A busy executive attends meetings all day without a break to eat but still maintains enough blood glucose to function.	A busy manager attends meetings all day nonstop to eat, but still maintains enough blood glucose to function.
13	3	The early morning smell of smoke and the clang of fire alarms in a dormitory elevate heart rates, dilate airways, and send students streaming from the building.	The morning smell of smoke and fire alarms in the dormitory increases the heart rate, widens the airways and sends students out of the building.
13	4	The endocrine system, like the nervous system, is all about communication as cells secrete chemicals that act on other cells.	The endocrine system, like the nervous system, is primarily concerned with communication because cells release chemicals that affect other cells.
13	5	Whereas the nervous system releases neurotransmitter molecules at synapses, the endocrine system releases its characteristic substances, hormones, into the bloodstream.	While the nervous system releases neurotransmitter molecules at synapses, the endocrine system releases its characteristic substances, hormones, into the bloodstream.
13	6	Some hormones act briefly, while others have quite long-lasting effects.	Some hormones do not last long, while others have a relatively long-term effect.
13	7	Hormone actions may be subtle, their levels requiring constant adjustment to maintain homeostasis.	Hormonal actions can be mild, and levels require constant adjustments to maintain homeostasis.
13	8	Other hormones have dramatic effects, from overseeing the gradual growth and development of an infant into a toddler, an adolescent, and then an adult, to the immediate excitement of participating in an athletic competition.	Other hormones have dramatic effects, from observing the gradual growth and development of a child to toddler, adolescent, and then adult, to directly arousing participation in sports.
13	9	Endocrine means "internal secretion.	Endocrine means "internal secretion".
13	10	"	"
13	11	The endocrine system is so named because the cells, tissues, and organs that compose it, collectively called endocrine glands , secrete substances into the internal environment.	The endocrine system is so named because the cells, tissues and organs that make up it, collectively called the endocrine glands, secrete substances into the internal environment.
13	12	The secreted substances, called hormones , diffuse from the interstitial fluid into the bloodstream and eventually act on cells, called target cells , some distance away .	The secreted substances, called hormones, diffuse from the interstitial fluid into the bloodstream and ultimately affect cells called target cells from a distance.
13	13	Hormones can effect changes in target cells even in extremely low concentrations.	Hormones can influence changes in target cells even at extremely low concentrations.
13	14	In contrast to endocrine secretions, exocrine secretions are released externally.	Unlike endocrine secretions, exocrine secretions are secreted outward.
13	15	Secretions from exocrine glands enter tubes or ducts that lead to body surfaces.	The secretions from the exocrine glands enter the tubes or tubes that lead to the surfaces of the body.
13	16	Two examples of exocrine secretions are stomach acid reaching the lumen of the digestive tract and sweat released at the skin's surface .	Two examples of exocrine secretion are gastric acid entering the lumen of the gastrointestinal tract and sweat released to the surface of the skin.
13	17	Other glands secrete substances into the internal environment that are not hormones by the traditional definition, but they function similarly as messenger molecules and are sometimes termed "local hormones.	Other glands secrete substances into the internal environment that are not the traditional definition, but function similarly to messenger molecules and are sometimes called "local hormones".
13	18	"	"
13	19	These include paracrine secretions, which enter the interstitial fluid but affect only nearby cells, and autocrine secretions, which affect only the cell secreting the substance.	These include paracrine secretions, which enter the interstitial fluid, but only affect nearby cells, and autocrine secretions, which only affect the substance secreting cells.
13	20	Cells of the endocrine system and the nervous system both communicate using chemical signals that bind to receptor molecules.	The cells of the endocrine system and the nervous system communicate through chemical signals that bind to receptor molecules.
13	21	Table 13.1 summarizes some similarities and differences between the two systems.	Table 13.1 summarizes some of the similarities and differences between the two systems.
13	22	In contrast to the nervous system, which releases neurotransmitter molecules into synapses, the endocrine system releases hormones into the bloodstream, which carries these messenger molecules everywhere.	Unlike the nervous system, which releases neurotransmitter molecules into synapses, the endocrine system releases hormones into the bloodstream, which these carrier molecules carry everywhere.
13	23	However, the endocrine system is also precise, because only target cells can respond to a particular type of hormone .	However, the endocrine system is also accurate because only target cells can respond to a specific type of hormone.
13	24	A hormone's target cells have specific receptors that are not on other cells.	Target cells of the hormone have specific receptors that are not found on other cells.
13	25	These receptors are proteins or glycoproteins with binding sites for a specifichormone.	These receptors are proteins or glycoproteins with specific binding sites.
13	26	The non-endocrine chemical messengers, paracrine and autocrine substances, also bind to specific receptors.	Non-endocrine chemical messengers, paracrine and autocrine substances also bind to specific receptors.
13	27	This chapter includes examples of them.	This chapter contains examples.
13	28	Endocrine glands and their hormones help regulate metabolic processes.	The endocrine glands and their hormones help regulate metabolic processes.
13	29	They control the rates of certain chemical reactions; aid in transporting substances through membranes; and help regulate water balance, electrolyte balance, and blood pressure.	It controls the rate of certain chemical reactions; assistance in transporting substances through membranes; and help regulate water balance, electrolyte balance, and blood pressure.
13	30	Endocrine hormones also play vital roles in reproduction, development, and growth.	Endocrine hormones also play a critical role in reproduction, development and growth.
13	31	Small groups of specialized cells produce some hormones although these cells are primarily parts of other systems.	Small groups of specialized cells produce some hormones, although these cells are mostly part of other systems.
13	32	The larger endocrine glands--the pituitary gland, thyroid gland, parathyroid glands, adrenal glands, and pancreas--are the subject of this chapter .	The subject of this chapter is the large endocrine glands - the pituitary gland, thyroid gland, parathyroid glands, adrenal glands, and pancreas.
13	33	Subsequent chapters discuss several other hormone-secreting glands and tissues.	Several other hormone-secreting glands and tissues are discussed in the following chapters.
13	34	Hormones are released into the extracellular spaces surrounding endocrine cells.	Hormones are released into the extracellular spaces surrounding the endocrine cells.
13	35	From there, they diffuse into the bloodstream and are carried to all parts of the body.	From there, they travel into the bloodstream and are transmitted to all parts of the body.
13	36	Hormones are organic compounds.	Hormones are organic compounds.
13	37	They are of two major types: steroids, or steroidlike substances; and nonsteroids, which include amines, peptides, proteins, and glycoproteins.	There are two main types: steroids or steroid substances; and non-steroids, which include amines, peptides, proteins, and glycoproteins.
13	38	Hormones can stimulate changes in target cells even in extremely low concentrations.	Hormones can stimulate changes in target cells even at extremely low concentrations.
13	39	Steroids are lipids that include complex rings of carbon and hydrogen atoms .	Steroids are lipids that contain complex rings of carbon and hydrogen atoms.
13	40	Steroids differ by the types and numbers of atoms attached to these rings and the ways they are joined .	Steroids differ in the types and number of atoms attached to these rings, and in the way they are attached.
13	41	All steroid hormones are derived from cholesterol .	All steroid hormones come from cholesterol.
13	42	They include sex hormones such as testosterone and the estrogens, and secretions of the adrenal cortex , including aldosterone and cortisol.	These include sex hormones such as testosterone and estrogens, and secretions from the adrenal cortex, including aldosterone and cortisol.
13	43	Vitamin D is a modified steroid and when converted to the active form in the kidneys and liver becomes a hormone .	Vitamin D is a modified steroid and is converted to a hormone when converted to its active form in the kidneys and liver.
13	44	Hormones called amines, including norepinephrine and epinephrine, are derived from the amino acid tyrosine.	Hormones called amines, including norepinephrine and adrenaline, are derived from the amino acid tyrosine.
13	45	These hormones are synthesized in the adrenal medulla .	These hormones are synthesized in the adrenal glands.
13	46	Protein hormones, like all proteins, are composed of long chains of amino acids that are linked and folded into specific molecular structures .	Protein hormones, like all proteins, are made up of long chains of amino acids that connect and assemble into specific molecular structures.
13	47	They include the hormone secreted by the parathyroid gland and some of those secreted by the anterior pituitary gland.	They include a hormone secreted by the parathyroid gland and some of them secreted by the anterior pituitary gland.
13	48	Certain other hormones secreted from the anterior pituitary gland are glycoproteins, which consist of carbohydrates joined to proteins.	Some other hormones secreted by the anterior pituitary gland are glycoproteins, which are made up of carbohydrates bound to proteins.
13	49	The peptide hormones are short chains of amino acids .	Peptide hormones are short chains of amino acids.
13	50	This group includes hormones associated with the posterior pituitary gland and some produced in the hypothalamus.	This group includes hormones associated with the posterior lobe of the pituitary gland, and some of them are produced in the hypothalamus.
13	51	Another group of compounds, called prostaglandins , are paracrine substances.	Another group of compounds called prostaglandins are paracrine substances.
13	52	They regulate neighboring cells.	They regulate neighboring cells.
13	53	Prostaglandins are lipids and are synthesized from a type of fatty acid in cell membranes .	Prostaglandins are lipids and are synthesized from a type of fatty acid in cell membranes.
13	54	Prostaglandins are produced in a wide variety of cells, including those of the liver, kidneys, heart, lungs, thymus, pancreas, brain, and reproductive organs.	Prostaglandins are produced in a variety of cells, including the liver, kidneys, heart, lung, thymus, pancreas, brain, and reproductive organs.
13	55	Table 13.2 lists the names and abbreviations of some of the hormones discussed in this chapter.	Table 13.2 lists the names and abbreviations of some of the hormones discussed in this chapter.
13	56	Table 13.3 and figure 13.4 summarize the chemical composition of hormones.	Table 13.3 and Figure 13.4 summarize the chemical composition of the hormones.
